id,date_message,id_member_anonymous,ddi,ddd,country,country_iso3,state,id_group_anonymous,media,media_type,media_url,has_media,has_media_url,trava_zap,mensagem,latitude,longitude,date_system,score_sentiment,score_misinformation,messenger,media_name,media_md5,viral,Misinformation,quantidade,text_processed
3583466,2023-11-15 15:18:23,bc7442e415eea4a935849292ac5925c4,55,85,BRAZIL,BRA,CE,e6741046e5863b040321cb8512956033,,,,False,False,False,?,-5.3264703,-39.7156073,2023-11-15 15:18:49.436086,0.0,,whatsapp,,,1.0,0.0,57,
3533901,2023-11-03 11:52:34,0df9f9a98c3f822187a2dd33b6daf4f5,55,48,BRAZIL,BRA,SC,e5838581d00d1dd8d94d606e2a5dfe58,,,,False,False,False,?,-27.0628367,-51.114965,2023-11-03 13:31:42.292465,0.0,,whatsapp,,,1.0,0.0,57,
3309676,2023-09-27 00:08:09,d4da39bbf91ffb918c8a70178fe9ca82,55,61,BRAZIL,BRA,DF,c014e1c0fb75f0e00ac6680c028b2848,,,,False,False,False,?,19.4326296,-99.1331785,2023-09-27 14:04:36.919321,0.0,,whatsapp,,,1.0,0.0,57,
3346764,2023-10-02 12:15:49,88354f069423ce78c6bac59f3d9abaa3,55,62,BRAZIL,BRA,GO,e5838581d00d1dd8d94d606e2a5dfe58,,,,False,False,False,?,-15.9323662,-50.1392928,2023-10-02 12:19:36.971427,0.0,,whatsapp,,,1.0,0.0,57,
3444190,2023-10-17 17:28:08,3bd690be70eb0c1bea18aa9b62b7c806,55,85,BRAZIL,BRA,CE,e222f8ccb5095d6d1e1d71723c719bb7,31a0df39934b1fabd8d38a76a8af0e0c.m4v,video/mp4,,True,False,False,?,-5.3264703,-39.7156073,2023-10-17 17:28:00.367147,0.0,,whatsapp,,31a0df39934b1fabd8d38a76a8af0e0c,1.0,0.0,57,
3397212,2023-10-09 11:52:35,88354f069423ce78c6bac59f3d9abaa3,55,62,BRAZIL,BRA,GO,e5838581d00d1dd8d94d606e2a5dfe58,,,,False,False,False,?,-15.9323662,-50.1392928,2023-10-09 12:35:38.134375,0.0,,whatsapp,,,1.0,0.0,57,
3209863,2023-09-04 11:56:48,88354f069423ce78c6bac59f3d9abaa3,55,62,BRAZIL,BRA,GO,e5838581d00d1dd8d94d606e2a5dfe58,,,,False,False,False,?,-15.9323662,-50.1392928,2023-09-04 12:12:33.427971,0.0,,whatsapp,,,1.0,0.0,57,
3232820,2023-09-14 11:17:35,88354f069423ce78c6bac59f3d9abaa3,55,62,BRAZIL,BRA,GO,e5838581d00d1dd8d94d606e2a5dfe58,,,,False,False,False,?,-15.9323662,-50.1392928,2023-09-15 05:54:50.013378,0.0,,whatsapp,,,1.0,0.0,57,
3502487,2023-10-30 09:48:59,88354f069423ce78c6bac59f3d9abaa3,55,62,BRAZIL,BRA,GO,e5838581d00d1dd8d94d606e2a5dfe58,,,,False,False,False,?,-15.9323662,-50.1392928,2023-10-31 02:20:39.990477,0.0,,whatsapp,,,1.0,0.0,57,
3216296,2023-09-12 13:26:21,0df9f9a98c3f822187a2dd33b6daf4f5,55,48,BRAZIL,BRA,SC,e5838581d00d1dd8d94d606e2a5dfe58,,,,False,False,False,?,-27.0628367,-51.114965,2023-09-12 16:19:24.812738,0.0,,whatsapp,,,1.0,0.0,57,
3233587,2023-09-14 14:24:29,630beb0e66ab2dcbc06feccf08890e42,55,71,BRAZIL,BRA,BA,3b3e64e81c3e3f3bfc5ba76ddb90fb2d,,,,False,False,False,?,-12.285251,-41.9294776,2023-09-15 06:48:25.022974,0.0,,whatsapp,,,1.0,0.0,57,
3406585,2023-10-10 15:07:02,bf574304331159398e0d4a2f6f3fe2d3,55,11,BRAZIL,BRA,SP,229cef15a1f190e3a1af6c3d4188ff66,,,,False,False,False,?,-23.5506507,-46.6333824,2023-10-10 15:07:09.773833,0.0,,whatsapp,,,1.0,0.0,57,
3479794,2023-10-23 13:27:44,e1e9542a34f9b17fe81646835dd35b3c,55,66,BRAZIL,BRA,MT,c3b1d1889661f9d78078e3fca8aeed44,,,,False,False,False,?,-12.2115009,-55.5716547,2023-10-23 13:27:53.990985,0.0,,whatsapp,,,1.0,0.0,57,
3455852,2023-10-19 10:57:33,88354f069423ce78c6bac59f3d9abaa3,55,62,BRAZIL,BRA,GO,e5838581d00d1dd8d94d606e2a5dfe58,,,,False,False,False,?,-15.9323662,-50.1392928,2023-10-19 10:57:21.474858,0.0,,whatsapp,,,1.0,0.0,57,
3227358,2023-09-13 13:35:26,88354f069423ce78c6bac59f3d9abaa3,55,62,BRAZIL,BRA,GO,e5838581d00d1dd8d94d606e2a5dfe58,,,,False,False,False,?,-15.9323662,-50.1392928,2023-09-14 07:04:50.918213,0.0,,whatsapp,,,1.0,0.0,57,
3512125,2023-10-31 17:35:06,513010a742d7a832eb85618bac0133f3,55,73,BRAZIL,BRA,BA,965d3441670ca3f9f7d84f7658d2d025,,,,False,False,False,?,-12.285251,-41.9294776,2023-10-31 17:38:48.694610,0.0,,whatsapp,,,1.0,0.0,57,
3232939,2023-09-14 11:51:56,0df9f9a98c3f822187a2dd33b6daf4f5,55,48,BRAZIL,BRA,SC,e5838581d00d1dd8d94d606e2a5dfe58,,,,False,False,False,?,-27.0628367,-51.114965,2023-09-15 06:00:04.031215,0.0,,whatsapp,,,1.0,0.0,57,
3449908,2023-10-18 12:58:05,88354f069423ce78c6bac59f3d9abaa3,55,62,BRAZIL,BRA,GO,e5838581d00d1dd8d94d606e2a5dfe58,,,,False,False,False,?,-15.9323662,-50.1392928,2023-10-18 12:57:56.738392,0.0,,whatsapp,,,1.0,0.0,57,
3189159,2023-09-01 09:06:35,cadcf79b0394f5dc6c2fb497c8aa0e39,44,,GUERNSEY,GGY,,e5838581d00d1dd8d94d606e2a5dfe58,,,,False,False,False,?,49.4566233,-2.5822348,2023-09-01 10:16:22.642647,0.0,,whatsapp,,,1.0,0.0,57,
3508990,2023-10-31 09:47:30,88354f069423ce78c6bac59f3d9abaa3,55,62,BRAZIL,BRA,GO,e5838581d00d1dd8d94d606e2a5dfe58,,,,False,False,False,?,-15.9323662,-50.1392928,2023-10-31 11:15:20.201494,0.0,,whatsapp,,,1.0,0.0,57,
3446847,2023-10-17 23:22:34,74d3943d8c21e44550eda0e627e980df,55,27,BRAZIL,BRA,ES,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,?,-19.5687682,-40.1721991,2023-10-17 23:22:45.580316,0.0,,whatsapp,,,1.0,0.0,57,
3207691,2023-09-03 23:46:14,39ae52b5bce104fb6cf5167f977c9086,55,73,BRAZIL,BRA,BA,965d3441670ca3f9f7d84f7658d2d025,,,,False,False,False,?,-12.285251,-41.9294776,2023-09-04 01:01:56.061976,0.0,,whatsapp,,,1.0,0.0,57,
3267494,2023-09-19 11:55:25,cadcf79b0394f5dc6c2fb497c8aa0e39,44,,GUERNSEY,GGY,,e5838581d00d1dd8d94d606e2a5dfe58,,,,False,False,False,?,49.4566233,-2.5822348,2023-09-20 02:53:17.879387,0.0,,whatsapp,,,1.0,0.0,57,
3387737,2023-10-07 23:30:38,cb534910ccf2d3f08f491ac474df6d11,55,73,BRAZIL,BRA,BA,965d3441670ca3f9f7d84f7658d2d025,,,,False,False,False,?,-12.285251,-41.9294776,2023-10-07 23:30:41.275275,0.0,,whatsapp,,,1.0,0.0,57,
3286935,2023-09-22 13:59:37,88354f069423ce78c6bac59f3d9abaa3,55,62,BRAZIL,BRA,GO,e5838581d00d1dd8d94d606e2a5dfe58,,,,False,False,False,?,-15.9323662,-50.1392928,2023-09-23 06:05:06.785896,0.0,,whatsapp,,,1.0,0.0,57,
3239628,2023-09-15 13:50:33,0df9f9a98c3f822187a2dd33b6daf4f5,55,48,BRAZIL,BRA,SC,e5838581d00d1dd8d94d606e2a5dfe58,,,,False,False,False,?,-27.0628367,-51.114965,2023-09-15 23:01:40.110190,0.0,,whatsapp,,,1.0,0.0,57,
3311987,2023-09-27 12:46:54,88354f069423ce78c6bac59f3d9abaa3,55,62,BRAZIL,BRA,GO,e5838581d00d1dd8d94d606e2a5dfe58,,,,False,False,False,?,-15.9323662,-50.1392928,2023-09-28 01:39:44.942602,0.0,,whatsapp,,,1.0,0.0,57,
3301296,2023-09-25 11:54:36,b37b36399bf7b9953c59be51c879b43f,55,22,BRAZIL,BRA,RJ,ac76b3c9e35ebd69afa6d26f79c91175,,,,False,False,False,?,-22.9110137,-43.2093727,2023-09-26 13:53:56.671074,0.0,,whatsapp,,,1.0,0.0,57,
3494070,2023-10-28 15:13:06,825f6e0495d74e2852516e1d6debf539,55,11,BRAZIL,BRA,SP,72062660a742fc4b8ffe3c43b8eb0ad0,,,,False,False,False,?,-23.5506507,-46.6333824,2023-10-28 15:14:48.259211,0.0,,whatsapp,,,1.0,0.0,57,
3319073,2023-09-28 11:50:20,0df9f9a98c3f822187a2dd33b6daf4f5,55,48,BRAZIL,BRA,SC,e5838581d00d1dd8d94d606e2a5dfe58,,,,False,False,False,?,-27.0628367,-51.114965,2023-09-28 11:50:17.160591,0.0,,whatsapp,,,1.0,0.0,57,
3572575,2023-11-14 10:35:03,0df9f9a98c3f822187a2dd33b6daf4f5,55,48,BRAZIL,BRA,SC,e5838581d00d1dd8d94d606e2a5dfe58,,,,False,False,False,?,-27.0628367,-51.114965,2023-11-15 01:19:02.056022,0.0,,whatsapp,,,1.0,0.0,57,
3404556,2023-10-10 09:43:05,88354f069423ce78c6bac59f3d9abaa3,55,62,BRAZIL,BRA,GO,e5838581d00d1dd8d94d606e2a5dfe58,,,,False,False,False,?,-15.9323662,-50.1392928,2023-10-10 09:45:26.870687,0.0,,whatsapp,,,1.0,0.0,57,
3227383,2023-09-13 13:40:31,0df9f9a98c3f822187a2dd33b6daf4f5,55,48,BRAZIL,BRA,SC,e5838581d00d1dd8d94d606e2a5dfe58,,,,False,False,False,?,-27.0628367,-51.114965,2023-09-14 07:23:52.235477,0.0,,whatsapp,,,1.0,0.0,57,
3561644,2023-11-09 21:50:15,dfa1b686bcefa2de94e6e263b20857dc,55,43,BRAZIL,BRA,PR,aa0703b0ccc34be2545ea7ed8c6e7010,,,,False,False,False,?,-24.4842187,-51.8148872,2023-11-10 22:26:46.356573,0.0,,whatsapp,,,1.0,0.0,57,
3273842,2023-09-20 12:11:02,88354f069423ce78c6bac59f3d9abaa3,55,62,BRAZIL,BRA,GO,e5838581d00d1dd8d94d606e2a5dfe58,,,,False,False,False,?,-15.9323662,-50.1392928,2023-09-21 06:42:10.402066,0.0,,whatsapp,,,1.0,0.0,57,
3217419,2023-09-12 15:20:13,0df9f9a98c3f822187a2dd33b6daf4f5,55,48,BRAZIL,BRA,SC,e5838581d00d1dd8d94d606e2a5dfe58,,,,False,False,False,?,-27.0628367,-51.114965,2023-09-12 20:50:57.690409,0.0,,whatsapp,,,1.0,0.0,57,
3257570,2023-09-17 13:19:11,825f6e0495d74e2852516e1d6debf539,55,11,BRAZIL,BRA,SP,72062660a742fc4b8ffe3c43b8eb0ad0,,,,False,False,False,?,-23.5506507,-46.6333824,2023-09-18 08:57:57.052072,0.0,,whatsapp,,,1.0,0.0,57,
3366225,2023-10-04 23:34:09,269378c725a4f3dcaabfcc4fa689e2e0,55,41,BRAZIL,BRA,PR,258c2f6b782342fa46e7e1c2052ae214,,,,False,False,False,?,-24.4842187,-51.8148872,2023-10-04 23:34:22.283956,0.0,,whatsapp,,,1.0,0.0,57,
3452535,2023-10-18 20:50:32,0491b0c14be8cab572cc458ce7c8630c,55,85,BRAZIL,BRA,CE,64413647daa2460b187cfd1d25f50634,883c01a0591c924e2d233a7f5d7bd329.jfif,image/jpeg,,True,False,False,?,-5.3264703,-39.7156073,2023-10-18 20:50:21.636048,0.0,,whatsapp,,883c01a0591c924e2d233a7f5d7bd329,1.0,0.0,57,
3261401,2023-09-18 09:28:04,cadcf79b0394f5dc6c2fb497c8aa0e39,44,,GUERNSEY,GGY,,e5838581d00d1dd8d94d606e2a5dfe58,,,,False,False,False,?,49.4566233,-2.5822348,2023-09-19 00:53:14.585954,0.0,,whatsapp,,,1.0,0.0,57,
3345171,2023-10-02 01:51:53,b71fe0ca7e5e4957f3543f6d457dd214,55,16,BRAZIL,BRA,SP,8a31ab709cad3888850799ce82570b12,,,,False,False,False,Kkkk,-23.5506507,-46.6333824,2023-10-02 01:51:45.656110,0.0,,whatsapp,,,1.0,0.0,54,kk
3553227,2023-11-08 21:41:14,1418b529e5ff3989731c564773316153,55,47,BRAZIL,BRA,SC,59324f9be83e4ddff1e1dbf4b53bc803,cf8b99c97af0eca39ef5665d8bf0cc43.m4v,video/mp4,,True,False,False,Kkkk,-27.0628367,-51.114965,2023-11-09 03:57:07.754000,0.0,,whatsapp,,cf8b99c97af0eca39ef5665d8bf0cc43,1.0,0.0,54,kk
3360594,2023-10-04 10:34:23,6277744fcd05b28b3ea2c7d56c4712bb,55,98,BRAZIL,BRA,MA,72062660a742fc4b8ffe3c43b8eb0ad0,,,,False,False,False,Kkkk,-5.2085503,-45.3930262,2023-10-04 10:56:14.247788,0.0,,whatsapp,,,1.0,0.0,54,kk
3564770,2023-11-10 16:32:27,41487d15026342f99c8db4d1aece2b45,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,Kkkk,-23.5506507,-46.6333824,2023-11-11 13:12:46.831602,0.0,,whatsapp,,,1.0,0.0,54,kk
3238918,2023-09-15 11:41:11,f2a32c6d4f0f87af3c9a792a8abfa909,55,32,BRAZIL,BRA,MG,77bd8ab7c025d230ba757068a4c0688f,,,,False,False,False,Kkkk,-18.5264844,-44.1588654,2023-09-15 20:03:10.609057,0.0,,whatsapp,,,1.0,0.0,54,kk
3233149,2023-09-14 12:47:54,3843617825a0e8589349df438556024d,55,37,BRAZIL,BRA,MG,543cadd86dca951facdfa57b848ab235,,,,False,False,False,Kkkk,-18.5264844,-44.1588654,2023-09-15 06:14:08.354118,0.0,,whatsapp,,,1.0,0.0,54,kk
3471165,2023-10-21 20:02:10,64820366de6883140dbbefb71a80072a,55,44,BRAZIL,BRA,PR,77bd8ab7c025d230ba757068a4c0688f,,,,False,False,False,Kkkk,-24.4842187,-51.8148872,2023-10-21 20:02:07.868878,0.0,,whatsapp,,,1.0,0.0,54,kk
3433344,2023-10-16 00:56:01,8038a36d8142ea96d8e377f185e1bc62,55,98,BRAZIL,BRA,MA,c3b1d1889661f9d78078e3fca8aeed44,3851bfaadd7eb4eb3e5370c3126703cf.m4v,video/mp4,,True,False,False,Kkkk,-5.2085503,-45.3930262,2023-10-16 03:57:21.895117,0.0,,whatsapp,,3851bfaadd7eb4eb3e5370c3126703cf,1.0,0.0,54,kk
3594448,2023-11-18 19:02:44,17f6132f4963104df587f2a7d3841ea8,55,21,BRAZIL,BRA,RJ,e6741046e5863b040321cb8512956033,,,,False,False,False,Kkkk,-22.9110137,-43.2093727,2023-11-19 11:24:35.692045,0.0,,whatsapp,,,1.0,0.0,54,kk
3244771,2023-09-16 00:15:48,be4a4ca2142034cf4cc5bf135e620335,55,77,BRAZIL,BRA,BA,589e16e85b442fa82e8e0061fa2731e6,,,,False,False,False,Kkkk,-12.285251,-41.9294776,2023-09-16 08:45:49.084577,0.0,,whatsapp,,,1.0,0.0,54,kk
3342573,2023-10-01 18:36:29,b71fe0ca7e5e4957f3543f6d457dd214,55,16,BRAZIL,BRA,SP,8a31ab709cad3888850799ce82570b12,,,,False,False,False,Kkkk,-23.5506507,-46.6333824,2023-10-01 18:36:22.597191,0.0,,whatsapp,,,1.0,0.0,54,kk
3438061,2023-10-16 19:22:50,ea710e1f684292ddecfd2811205ad4eb,55,85,BRAZIL,BRA,CE,79a36386ec43d64d062b3e4e5f1cd9fe,,,,False,False,False,Kkkk,-5.3264703,-39.7156073,2023-10-16 19:27:16.437991,0.0,,whatsapp,,,1.0,0.0,54,kk
3383077,2023-10-07 11:16:18,ea710e1f684292ddecfd2811205ad4eb,55,85,BRAZIL,BRA,CE,79a36386ec43d64d062b3e4e5f1cd9fe,,,,False,False,False,Kkkk,-5.3264703,-39.7156073,2023-10-07 11:16:26.880456,0.0,,whatsapp,,,1.0,0.0,54,kk
3195355,2023-09-02 02:00:38,74d3943d8c21e44550eda0e627e980df,55,27,BRAZIL,BRA,ES,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,Kkkk,-19.5687682,-40.1721991,2023-09-02 04:59:12.573426,0.0,,whatsapp,,,1.0,0.0,54,kk
3269976,2023-09-19 19:25:17,b71fe0ca7e5e4957f3543f6d457dd214,55,16,BRAZIL,BRA,SP,8a31ab709cad3888850799ce82570b12,,,,False,False,False,Kkkk,-23.5506507,-46.6333824,2023-09-20 14:12:47.572412,0.0,,whatsapp,,,1.0,0.0,54,kk
3413607,2023-10-11 12:48:35,ecc8a537678fc3a3907e423e7a9c7906,55,79,BRAZIL,BRA,SE,c15a0b64ba661aeee0c648b53c5e5492,,,,False,False,False,Kkkk,-10.6743911,-37.3773519,2023-10-11 13:14:46.710789,0.0,,whatsapp,,,1.0,0.0,54,kk
3449614,2023-10-18 12:03:24,f36a3e4808066d8560ab53278870bf6d,55,62,BRAZIL,BRA,GO,589e16e85b442fa82e8e0061fa2731e6,,,,False,False,False,Kkkk,-15.9323662,-50.1392928,2023-10-18 12:03:16.157497,0.0,,whatsapp,,,1.0,0.0,54,kk
3425649,2023-10-12 23:15:22,22fee573a8587c339c076d83e0015f1e,55,71,BRAZIL,BRA,BA,229cef15a1f190e3a1af6c3d4188ff66,,,,False,False,False,Kkkk,-12.285251,-41.9294776,2023-10-12 23:15:21.041471,0.0,,whatsapp,,,1.0,0.0,54,kk
3549546,2023-11-05 18:35:30,58c4fc6fd4fa3ed7f81b7ef4c39734bb,55,68,BRAZIL,BRA,AC,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,Kkkk,32.91764025,35.079624297111295,2023-11-06 03:04:59.997728,0.0,,whatsapp,,,1.0,0.0,54,kk
3227388,2023-09-13 13:42:19,b71fe0ca7e5e4957f3543f6d457dd214,55,16,BRAZIL,BRA,SP,8a31ab709cad3888850799ce82570b12,,,,False,False,False,Kkkk,-23.5506507,-46.6333824,2023-09-14 07:29:44.631331,0.0,,whatsapp,,,1.0,0.0,54,kk
3389589,2023-10-08 04:07:22,9918b5c100fd8cf59ca10c4de0418102,55,11,BRAZIL,BRA,SP,72062660a742fc4b8ffe3c43b8eb0ad0,,,,False,False,False,Kkkk,-23.5506507,-46.6333824,2023-10-08 04:07:20.445461,0.0,,whatsapp,,,1.0,0.0,54,kk
3337623,2023-09-30 22:27:03,b6b37606fca63061f3a4ed77da01dfc9,55,11,BRAZIL,BRA,SP,3b3e64e81c3e3f3bfc5ba76ddb90fb2d,,,,False,False,False,Kkkk,-23.5506507,-46.6333824,2023-09-30 22:27:02.791007,0.0,,whatsapp,,,1.0,0.0,54,kk
3509445,2023-10-31 11:13:59,c2b4dec71d8742c9ebcfceb8ca734908,55,11,BRAZIL,BRA,SP,72062660a742fc4b8ffe3c43b8eb0ad0,,,,False,False,False,Kkkk,-23.5506507,-46.6333824,2023-10-31 11:45:03.687565,0.0,,whatsapp,,,1.0,0.0,54,kk
3437914,2023-10-16 19:03:54,555aec368731a6157b9827aecc4409e3,55,47,BRAZIL,BRA,SC,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,Kkkk,-27.0628367,-51.114965,2023-10-16 19:19:22.693555,0.0,,whatsapp,,,1.0,0.0,54,kk
3327842,2023-09-29 17:12:28,6eae00c97746ffbca667f7b6b1352bb6,55,11,BRAZIL,BRA,SP,229cef15a1f190e3a1af6c3d4188ff66,,,,False,False,False,Kkkk,-23.5506507,-46.6333824,2023-09-29 17:21:07.854781,0.0,,whatsapp,,,1.0,0.0,54,kk
3202653,2023-09-03 05:07:37,938086048299fc00ea10214f52d2b2fb,55,85,BRAZIL,BRA,CE,5c2d27bc1db514d822caa2b92eb4253c,,,,False,False,False,Kkkk,-5.3264703,-39.7156073,2023-09-03 05:26:18.567032,0.0,,whatsapp,,,1.0,0.0,54,kk
3247847,2023-09-16 11:35:00,f2a32c6d4f0f87af3c9a792a8abfa909,55,32,BRAZIL,BRA,MG,77bd8ab7c025d230ba757068a4c0688f,,,,False,False,False,Kkkk,-18.5264844,-44.1588654,2023-09-16 22:25:10.542202,0.0,,whatsapp,,,1.0,0.0,54,kk
3389414,2023-10-08 03:40:26,9918b5c100fd8cf59ca10c4de0418102,55,11,BRAZIL,BRA,SP,72062660a742fc4b8ffe3c43b8eb0ad0,,,,False,False,False,Kkkk,-23.5506507,-46.6333824,2023-10-08 03:40:24.891549,0.0,,whatsapp,,,1.0,0.0,54,kk
3344188,2023-10-01 23:33:30,eacb5964c11004a1b47a12c60b4e50ad,55,88,BRAZIL,BRA,CE,79a36386ec43d64d062b3e4e5f1cd9fe,,,,False,False,False,Kkkk,-5.3264703,-39.7156073,2023-10-01 23:33:31.051418,0.0,,whatsapp,,,1.0,0.0,54,kk
3415492,2023-10-11 17:09:52,22fee573a8587c339c076d83e0015f1e,55,71,BRAZIL,BRA,BA,229cef15a1f190e3a1af6c3d4188ff66,,,,False,False,False,Kkkk,-12.285251,-41.9294776,2023-10-11 17:10:12.369264,0.0,,whatsapp,,,1.0,0.0,54,kk
3217549,2023-09-12 15:24:47,2ac6bec12138dee86d5d9335345d4347,55,85,BRAZIL,BRA,CE,5c2d27bc1db514d822caa2b92eb4253c,,,,False,False,False,Kkkk,-5.3264703,-39.7156073,2023-09-12 21:09:59.939440,0.0,,whatsapp,,,1.0,0.0,54,kk
3231514,2023-09-14 01:36:47,55a5300a5b1cc312bac62bae29a210e8,55,85,BRAZIL,BRA,CE,5c2d27bc1db514d822caa2b92eb4253c,,,,False,False,False,Kkkk,-5.3264703,-39.7156073,2023-09-15 01:07:29.394043,0.0,,whatsapp,,,1.0,0.0,54,kk
3480015,2023-10-23 14:20:43,353fd6184422373573db75cee1036ebd,55,19,BRAZIL,BRA,SP,403ce8a136d1abc841564d6c365a6add,,,,False,False,False,Kkkk,-23.5506507,-46.6333824,2023-10-23 14:20:38.111015,0.0,,whatsapp,,,1.0,0.0,54,kk
