Unnamed: 0,id,date_message,id_member_anonymous,ddi,ddd,country,country_iso3,state,id_group_anonymous,media,media_type,media_url,has_media,has_media_url,trava_zap,mensagem,latitude,longitude,date_system,score_sentiment,score_misinformation,messenger,media_name,media_md5,viral,Misinformation,text_processed
77,3546623,2023-11-05 10:01:16,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,e0c37e3eb353201c2ca22096758128f5,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-11-05 10:08:16.120583,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
84,3548853,2023-11-05 16:59:00,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-11-05 23:38:01.472630,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
82,3546622,2023-11-05 10:01:12,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,b0c34e4e06392b5d11498cb23eae2024,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-11-05 10:08:10.775623,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
18,3546627,2023-11-05 10:05:51,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-11-05 10:13:26.146981,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
178,3459779,2023-10-19 21:48:36,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,e0c37e3eb353201c2ca22096758128f5,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-19 21:48:36.473372,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
65,3550663,2023-11-05 21:40:52,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,8ed6c0420f68c813294fa1f5b7ce19c5,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-11-06 09:01:38.161021,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
107,3473834,2023-10-22 11:20:48,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-22 13:03:00.933894,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
201,3534403,2023-11-03 12:58:41,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-11-03 17:41:32.024067,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
235,3455471,2023-10-19 08:53:28,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-19 08:53:16.986085,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
104,3458983,2023-10-19 19:57:30,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,8a7d67b4a8cd4eb39fd5ba17df14b3ed,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-19 19:57:25.163112,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
58,3462276,2023-10-20 10:12:01,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,e0c37e3eb353201c2ca22096758128f5,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-20 10:12:01.506076,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
62,3454955,2023-10-19 02:19:39,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-19 02:19:50.285950,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
241,3465034,2023-10-20 18:33:40,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,b0c34e4e06392b5d11498cb23eae2024,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-20 18:33:39.911332,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
194,3548117,2023-11-05 15:00:02,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-11-05 20:21:38.229594,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
226,3525066,2023-11-02 14:22:16,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,82de07ebb32ec373efe7e6cc311cb309,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-11-02 20:23:01.905421,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
23,3499841,2023-10-29 18:03:52,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-29 18:06:34.379534,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
54,3516179,2023-11-01 09:34:04,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-11-01 11:24:14.218829,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
51,3452236,2023-10-18 19:57:15,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,e0c37e3eb353201c2ca22096758128f5,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-18 19:57:16.054605,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
42,3488294,2023-10-27 16:12:17,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-27 16:13:11.076083,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
63,3524966,2023-11-02 14:11:17,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,b0c34e4e06392b5d11498cb23eae2024,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-11-02 20:00:45.760582,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
78,3486222,2023-10-27 10:20:03,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,8ed6c0420f68c813294fa1f5b7ce19c5,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-27 10:20:46.460401,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
202,3469183,2023-10-21 12:06:09,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-21 13:11:55.842189,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
11,3515027,2023-11-01 00:22:11,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,e0c37e3eb353201c2ca22096758128f5,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-11-01 00:26:05.748665,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
80,3484060,2023-10-24 00:36:28,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-24 00:37:07.440664,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
213,3480558,2023-10-23 15:44:09,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-23 17:30:59.439349,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
186,3490953,2023-10-27 22:53:45,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,82de07ebb32ec373efe7e6cc311cb309,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-27 22:54:52.321227,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
221,3455045,2023-10-19 02:40:57,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,b0c34e4e06392b5d11498cb23eae2024,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-19 02:40:45.875302,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
167,3541498,2023-11-04 13:01:45,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-11-04 13:08:07.287739,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
251,3542388,2023-11-04 15:39:46,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,82de07ebb32ec373efe7e6cc311cb309,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-11-04 15:46:15.493988,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
89,3548608,2023-11-05 16:17:11,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-11-05 22:27:32.404700,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
224,3455470,2023-10-19 08:53:27,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-19 08:53:15.667377,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
212,3480559,2023-10-23 15:44:12,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-23 17:31:00.224214,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
114,3517725,2023-11-01 14:31:29,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,b0c34e4e06392b5d11498cb23eae2024,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-11-01 14:35:50.541056,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
97,3466862,2023-10-20 23:39:56,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,b0c34e4e06392b5d11498cb23eae2024,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-20 23:40:03.519951,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
76,3538538,2023-11-03 22:51:15,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,e0c37e3eb353201c2ca22096758128f5,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-11-04 00:58:49.455903,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
172,3515029,2023-11-01 00:22:21,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,b0c34e4e06392b5d11498cb23eae2024,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-11-01 00:26:19.585742,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
74,3473543,2023-10-22 09:45:47,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,8a7d67b4a8cd4eb39fd5ba17df14b3ed,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-22 09:45:46.164674,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
109,3458967,2023-10-19 19:54:42,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-19 19:54:52.944503,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
165,3546572,2023-11-05 09:35:20,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,8a7d67b4a8cd4eb39fd5ba17df14b3ed,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-11-05 09:42:21.143602,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
101,3550341,2023-11-05 20:38:35,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,b0c34e4e06392b5d11498cb23eae2024,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-11-06 06:58:54.965042,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
238,3455514,2023-10-19 09:14:43,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,8a7d67b4a8cd4eb39fd5ba17df14b3ed,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-19 09:14:32.211265,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
56,3473430,2023-10-22 09:05:07,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-22 09:05:25.861878,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
193,3524495,2023-11-02 13:32:53,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-11-02 18:47:22.801311,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
250,3496615,2023-10-29 00:31:57,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,e0c37e3eb353201c2ca22096758128f5,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-29 00:33:47.736554,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
44,3534780,2023-11-03 14:02:12,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-11-03 18:17:39.428164,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
146,3456175,2023-10-19 12:02:58,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,e0c37e3eb353201c2ca22096758128f5,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-19 13:39:04.186407,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
118,3462168,2023-10-20 09:38:33,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,82de07ebb32ec373efe7e6cc311cb309,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-20 09:38:35.595969,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
43,3468411,2023-10-21 08:51:21,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-21 08:51:45.777202,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
236,3499200,2023-10-29 15:29:15,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-29 16:09:46.007702,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
166,3491258,2023-10-27 23:47:01,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,e0c37e3eb353201c2ca22096758128f5,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-27 23:48:10.191137,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
31,3457845,2023-10-19 16:52:35,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,e0c37e3eb353201c2ca22096758128f5,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-19 16:52:44.528208,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
29,3465888,2023-10-20 21:12:16,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-20 21:12:42.723296,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
211,3537914,2023-11-03 21:33:59,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-11-04 00:09:15.991614,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
242,3516889,2023-11-01 12:02:11,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-11-01 12:24:27.895029,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
229,3522325,2023-11-02 08:57:25,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-11-02 09:02:16.737392,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
132,3490906,2023-10-27 22:48:36,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,b0c34e4e06392b5d11498cb23eae2024,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-27 22:49:41.176948,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
69,3548852,2023-11-05 16:58:57,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-11-05 23:37:42.060602,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
254,3476493,2023-10-22 20:33:16,ba3cffd9754e8e71c08ac9401cb1748b,55,11,BRAZIL,BRA,SP,aae68397c7fd9d8dad7f0991876afd4c,,,,False,False,False,"*Qual  Dessas ?  a Sua Religi?o?*

https://youtu.be/5_yg4O1i9hE",-23.5506507,-46.6333824,2023-10-22 20:33:13.174856,0.0,,whatsapp,,,1.0,1.0,dessas religio youtu
